immoveable|(1, [137950])
good-bye|(2, [273675, 285175])
lethargic|(1, [358001])
informed|(1, [266819])
tis|(1, [26115])
infant|(1, [355808])
solid|(24, [283, 22195, 29153, 31335, 91069, 91256, 91492, 92563, 128151, 128638, 139368, 139795, 141304, 148442, 160578, 161145, 164125, 184576, 203405, 232168, 233863, 249345, 305125, 313307])
idolatrous|(3, [35627, 246259, 249742])
propitious|(1, [316450])
frail|(2, [73483, 259100])
contrived|(2, [13150, 349455])
aggregate|(2, [149886, 341808])
unreasoning|(2, [61263, 67863])
seamen|(1, [95940])
hurried|(11, [1216, 72031, 83244, 100159, 102003, 120502, 145875, 166501, 200896, 256770, 325273])
thunder-stricken|(1, [85313])
entertaining|(1, [82513])
belfry-man|(4, [276079, 276869, 276927, 277572])
cavernous|(1, [148344])
ravenous|(4, [141155, 142491, 142624, 182081])
fac-simile|(4, [48302, 88849, 88979, 312922])
incarnate|(1, [114530])
considerate|(1, [304882])
commentary|(1, [38837])
noticeable|(9, [103272, 104708, 108780, 110244, 166703, 246825, 250901, 353596, 359531])
victorious|(2, [271999, 348042])
intrinsic|(3, [102987, 104616, 254353])
bridal|(3, [249052, 249331, 249629])
iron-bound|(3, [3174, 181108, 183831])
insoluble|(4, [32000, 43439, 44314, 116078])
fox|(1, [310089])
skeptical|(2, [284462, 307513])
rejoiced|(1, [50601])
two-reef|(1, [214683])
chap|(1, [276869])
dull|(14, [17348, 51948, 78164, 121696, 141094, 146741, 148013, 158728, 168816, 168890, 169645, 182366, 357379, 357921])
gry|(1, [315240])
carthaginian|(1, [161454])
unequivocal|(5, [14898, 45756, 109981, 146629, 260837])
consecutive|(2, [315152, 327025])
despotic|(1, [307033])
fetid|(1, [268657])
calm|(11, [20628, 76252, 96600, 112090, 141576, 204721, 216118, 225913, 247480, 259468, 310479])
bended|(1, [271084])
irksome|(1, [252799])
swept|(2, [77807, 328312])
favourable|(5, [197791, 198112, 209607, 222096, 223018])
remorseless|(1, [282577])
diligent|(2, [222540, 274641])
extrinsic|(1, [72105])
british|(13, [5754, 72989, 74058, 74343, 126847, 218001, 221992, 222024, 222080, 222541, 223898, 256626, 257614])
carnivorous|(3, [207971, 220017, 230152])
encountered|(1, [260123])
slender|(1, [138044])
affirmative|(2, [260838, 317230])
dubble|(1, [274474])
shrill-sounding|(1, [240810])
disengaged|(1, [10268])
sandy|(2, [103242, 227232])
tormented|(1, [130970])
dromedary-|(1, [94854])
impressing|(1, [104910])
dishevelled|(1, [251903])
shellfish|(1, [231510])
marked|(9, [110672, 131318, 161555, 279138, 283786, 297221, 311755, 338938, 353567])
ill.|(2, [214521, 247899])
happy|(32, [2128, 14585, 30712, 92229, 108120, 112180, 112284, 119308, 124342, 127492, 149470, 173437, 174372, 252072, 253795, 267246, 270555, 276318, 286649, 289990, 295704, 297918, 305652, 309117, 314036, 323323, 324228, 330143, 341389, 341560, 353908, 355368])
alone|(1, [322982])
unmingled|(1, [118352])
compendious|(1, [310768])
granite|(2, [156312, 158407])
historian|(1, [274657])
unblemished|(1, [153725])
dreamy|(2, [11576, 356708])
fiss|(1, [92158])
snuffy|(1, [160747])
didst|(2, [136695, 167752])
hardy|(1, [178316])
mere|(120, [3804, 7495, 17540, 21178, 21580, 29667, 30440, 31352, 32073, 32446, 38074, 38358, 38395, 39039, 47327, 47921, 51597, 57544, 57894, 59817, 60264, 63661, 67193, 72163, 73917, 75449, 75540, 77206, 81575, 84649, 85758, 86501, 86695, 87190, 98483, 104534, 104759, 104789, 105375, 105922, 106857, 107898, 108116, 112035, 112276, 114433, 115578, 115963, 116145, 117604, 117904, 118189, 120592, 125282, 127538, 130884, 133041, 133294, 135852, 138584, 138710, 140461, 143848, 144085, 149306, 151297, 152020, 152122, 155538, 159722, 161976, 162313, 163981, 170127, 173188, 176684, 177568, 179214, 181308, 204106, 214761, 229738, 236040, 239798, 243442, 246932, 252143, 254830, 258009, 260259, 262442, 285138, 289346, 294154, 299523, 302552, 305249, 309382, 310268, 313151, 321669, 322094, 322958, 326758, 328171, 332044, 336731, 339732, 340384, 341213, 341264, 343222, 343840, 343938, 347751, 348973, 353419, 354045, 356809, 358171])
three-inch|(1, [328429])
relieved|(1, [240721])
dwarfish|(1, [21440])
majestic|(11, [156863, 166961, 255972, 256249, 259004, 260632, 266517, 282663, 300319, 355269, 356210])
served|(1, [209778])
rendered|(2, [108557, 264735])
natural|(90, [2446, 9832, 15869, 16196, 19832, 25337, 32485, 32878, 33334, 58489, 65775, 66288, 66368, 66535, 67171, 67586, 70222, 80193, 97097, 101270, 105555, 108962, 109937, 112123, 115950, 116117, 118259, 131606, 135529, 141222, 145330, 150733, 150981, 151034, 151556, 151714, 151777, 152048, 155560, 156308, 156339, 156696, 158920, 159113, 161566, 166762, 190006, 190044, 193471, 216787, 219615, 228450, 233458, 234797, 235366, 239799, 245576, 250200, 258135, 269237, 272880, 273321, 284061, 287794, 288360, 298713, 301154, 307566, 308371, 315907, 316429, 321415, 322602, 326400, 326464, 329931, 342634, 342882, 342955, 343323, 343532, 343592, 343861, 344795, 345329, 345375, 347817, 354321, 355676, 356284])
instrumental|(4, [194292, 212766, 226855, 263642])
governmental|(1, [244653])
muscular-looking|(1, [49497])
winding|(3, [127326, 154699, 270482])
inanimate|(1, [284791])
cetera-|(1, [332723])
exaggerated|(6, [75845, 108537, 146485, 171174, 307752, 308185])
rooted|(1, [164181])
nx|(1, [281450])
card-table|(1, [335594])
unhemmed|(1, [66909])
searching|(1, [294581])
gymnastic|(1, [286340])
cabalistic|(1, [304734])
obliging|(1, [232908])
glazed|(1, [43994])
irrelevant|(4, [20107, 48178, 62642, 63571])
unseasonable|(1, [271040])
stealthy|(2, [117070, 141989])
untoward|(2, [38886, 81944])
preposterous|(8, [57839, 94634, 185572, 293652, 296594, 320213, 324752, 347266])
upright|(5, [58633, 134264, 173757, 178535, 271445])
snappish|(1, [301187])
misshapen|(1, [284557])
swarmed|(1, [91774])
proceeded|(1, [234826])
spasmodic|(6, [9413, 148497, 187108, 248579, 296616, 329584])
appalled|(1, [253337])
laying-to|(1, [198528])
my|(1, [23734])
hopeless|(3, [145207, 146308, 236298])
diable|(4, [41862, 42180, 324254, 324491])
noble|(18, [36678, 37538, 40460, 128772, 161618, 171254, 183329, 262038, 262173, 270763, 283478, 283706, 284409, 297118, 306455, 306767, 355890, 360646])
crucible|(1, [103775])
evanescent|(2, [148122, 164627])
peu|(1, [266577])
mystery|(1, [170518])
round|(4, [100113, 269426, 273834, 337435])
masculine|(1, [324385])
smothered|(1, [233963])
noted|(1, [61914])
retired|(5, [807, 3167, 39190, 41580, 47364])
serviceable|(2, [264844, 265460])
eighty-fifth|(1, [224431])
blurred|(2, [140753, 143182])
star-beloved|(1, [133445])
spirit-soothing|(1, [160395])
unscathed|(1, [304004])
immemorial|(1, [249375])
hostile|(1, [230790])
joyous|(1, [355261])
muscular|(6, [5187, 7762, 50937, 201989, 227441, 282721])
pest-iferous|(1, [270805])
belied|(1, [336924])
self-existing|(1, [357797])
re-instituted|(1, [33654])
frantic|(5, [5574, 88883, 167459, 256794, 328737])
erect|(6, [115770, 126527, 132563, 145367, 308399, 351992])
funeral|(5, [144429, 145235, 145725, 248530, 300794])
painted|(1, [140977])
fugitive|(1, [50510])
common|(66, [3147, 3234, 5023, 31627, 39163, 44468, 47749, 69280, 69368, 71544, 71821, 73238, 76879, 76994, 94300, 102396, 104002, 130933, 131484, 148617, 149540, 150709, 151768, 157419, 161645, 162515, 164830, 170913, 170965, 171005, 179464, 183298, 196989, 208779, 209622, 212849, 213819, 215648, 220012, 228990, 229110, 229182, 229966, 236870, 243357, 247127, 249513, 252096, 254684, 281720, 284652, 288913, 299101, 301157, 302477, 309197, 318392, 321584, 321817, 321841, 322127, 329204, 341457, 343582, 350102, 352173])
pictured|(2, [141010, 143306])
down-east|(1, [339118])
discretionary|(1, [218336])
infernal|(5, [24799, 26307, 27633, 157792, 262382])
wine-bibbing|(1, [269963])
cursory|(3, [46864, 333191, 348761])
gilt|(2, [275580, 277116])
efficient|(3, [218217, 226085, 301412])
atmospheric|(13, [3592, 6307, 7245, 7272, 7399, 7671, 7709, 7783, 9233, 11114, 11965, 14866, 17083])
half-formed|(1, [47195])
sensible|(7, [9013, 14402, 107479, 204237, 217620, 288898, 358956])
sitting|(3, [177183, 181337, 352136])
aristotelian|(1, [319344])
sickening|(1, [326490])
tapestried|(1, [283229])
stumpy-looking|(1, [276597])
upreared|(1, [78671])
morbid|(3, [119028, 170732, 170983])
loathsome|(8, [114144, 130347, 199529, 207523, 216022, 251377, 268288, 356101])
distempered|(2, [118725, 171119])
well-regulated|(2, [220901, 339347])
tingling|(1, [138707])
marvelous|(1, [314255])
high-spirited|(1, [284411])
prevalent|(3, [18738, 190135, 351657])
implicit|(3, [161693, 325316, 333482])
sensual|(4, [357096, 357099, 357106, 357588])
sixty-seven|(1, [224712])
sharply-defined|(1, [256])
well-informed|(1, [340884])
unceasing|(5, [118665, 149676, 254291, 341589, 344461])
breathing|(1, [171626])
ich|(1, [302362])
ponderable|(2, [6350, 6569])
fated|(1, [207535])
lor-gol-a-marcy|(1, [26435])
wayward|(1, [199461])
reflective|(1, [37939])
tremble|(1, [100924])
saddened|(1, [52422])
unspeakable|(5, [92938, 142129, 159957, 186623, 251421])
chian|(1, [360638])
shaggy|(1, [227466])
shadowy|(1, [173540])
spurious|(1, [86073])
topical|(1, [257828])
dignified|(4, [270406, 279889, 294260, 335239])
pecuniary|(2, [152355, 344212])
resuscitated|(1, [333327])
hard-headed|(1, [272058])
sculptural|(3, [151130, 266521, 343023])
facts-instantiae|(1, [319279])
light|(53, [10422, 12552, 16528, 16542, 19817, 41338, 50518, 53042, 72487, 72753, 73473, 74330, 120916, 125163, 125533, 135048, 154107, 155300, 155364, 157182, 158838, 159266, 167262, 168055, 169354, 172836, 175731, 195530, 197208, 197340, 197557, 205653, 211010, 212980, 215156, 218119, 224945, 234302, 239314, 243217, 250241, 250882, 268672, 271314, 271874, 282969, 292751, 293601, 315977, 319809, 322223, 357009, 358245])
unattempted|(1, [162867])
man-|(2, [335974, 336028])
intense|(62, [2418, 13526, 13695, 15428, 28287, 28873, 29331, 52630, 52642, 71219, 75918, 78811, 80329, 93185, 117845, 119011, 119131, 120819, 120855, 134944, 136372, 143198, 143888, 144321, 145264, 148314, 159139, 161344, 170448, 171410, 177281, 179808, 187827, 201350, 207916, 208277, 209999, 210352, 212598, 217523, 224853, 234115, 237795, 246815, 247089, 251367, 252573, 258145, 258867, 259318, 284665, 284763, 304185, 322779, 323842, 328617, 344548, 346249, 356867, 358763, 360372, 360502])
blasphemous|(1, [126145])
bloody|(5, [189618, 201156, 226832, 335101, 336694])
oil-casks|(3, [181132, 183593, 195711])
disastrous|(3, [194556, 206923, 322394])
vrow|(1, [707])
sacré|(1, [42411])
raven-winged|(1, [170476])
stiff-frozen|(1, [125511])
smart|(4, [214534, 237497, 285808, 340408])
unwetted|(1, [304007])
perverse|(2, [130029, 284139])
half-pleasurable|(1, [115934])
cock-a-doodle-doo|(1, [288963])
myriad-tinted|(1, [154001])
hacknied|(1, [301068])
queenly|(1, [259193])
historical|(1, [359759])
sweeping|(1, [130311])
clear|(75, [10518, 19844, 21186, 26799, 30994, 34303, 34821, 34839, 40587, 45569, 46866, 68951, 73624, 74358, 74410, 75114, 77886, 83546, 88721, 98557, 98934, 98938, 101746, 102633, 103476, 106522, 111474, 125063, 129852, 145430, 153567, 157103, 157109, 158870, 176276, 176871, 185659, 198292, 202802, 203439, 205275, 205349, 205644, 210073, 219154, 221400, 225084, 226619, 227548, 234498, 235046, 235235, 241480, 242182, 242247, 274395, 281697, 281828, 283114, 286623, 295433, 296919, 300306, 302379, 306872, 327073, 335043, 337113, 337229, 337378, 338874, 339709, 346485, 352871, 359827])
nebulous|(1, [358307])
dunder-headed|(2, [272060, 302759])
entangled|(2, [139845, 206273])
double|(10, [1059, 39606, 79944, 222764, 247274, 260167, 264309, 275915, 320865, 340728])
unsettled|(1, [21731])
forth|(10, [42607, 92218, 93984, 118652, 126298, 231910, 286353, 311865, 311869, 321637])
phantom|(1, [240812])
monstrous|(3, [93043, 95967, 160756])
paternal|(5, [170387, 246150, 278108, 294088, 297371])
incipient|(5, [4775, 81214, 110033, 179250, 248935])
day-break|(2, [42983, 280424])
high-heeled|(1, [286980])
daily|(19, [44179, 53108, 70305, 71726, 93270, 101870, 111517, 194429, 244404, 252698, 254856, 282337, 293346, 296136, 310616, 312499, 312595, 340703, 343045])
caged|(1, [2084])
twenty-second|(1, [52238])
narrative|(27, [772, 20297, 37916, 38823, 52209, 53263, 92359, 111961, 121506, 161637, 175864, 190237, 190240, 194449, 196646, 212011, 213674, 223088, 244420, 244659, 244861, 245156, 245729, 245893, 264083, 282285, 355496])
supposed|(2, [63827, 67850])
terrestrial|(3, [19139, 20949, 121198])
articulate|(1, [190412])
copper|(1, [17350])
fifty-four|(1, [278841])
untied|(2, [190492, 190736])
peculiarly|(4, [53168, 76236, 269960, 287103])
three-quarter|(2, [5702, 16202])
mud-dabble|(1, [339940])
stentorian|(1, [268849])
right-angled|(1, [76667])
whale-ship|(1, [224474])
sour|(1, [160742])
vital|(1, [320463])
unforeseen|(2, [62664, 74803])
fifty|(54, [3180, 3470, 4377, 26936, 27932, 28975, 33274, 33530, 34280, 34644, 35528, 58297, 75089, 85049, 85371, 92786, 94120, 139719, 149981, 153586, 154443, 156211, 156382, 207418, 218137, 221123, 222735, 226927, 227414, 227809, 232583, 235104, 236584, 236814, 238950, 239063, 239419, 239902, 241850, 242737, 282480, 292717, 295853, 307111, 312714, 312911, 313473, 313626, 320641, 320913, 338877, 339676, 341901, 345257])
ran|(1, [180473])
inviolable|(1, [273463])
demon-like|(1, [284165])
eleven|(6, [35008, 74317, 109978, 193665, 217560, 313522])
unsuited|(1, [125391])
skull|(2, [29696, 30630])
by-paths|(1, [268696])
figurative|(1, [19643])
bidden|(1, [109490])
blunt|(1, [300366])
vellum-paper|(1, [308932])
nom-de-guerre|(1, [296899])
nutritious|(2, [214025, 217358])
wealthy|(11, [21325, 135259, 165502, 254527, 259819, 260922, 266600, 282202, 292270, 296376, 323043])
chief|(27, [3916, 7140, 27306, 34358, 55982, 67373, 71397, 83610, 113698, 158148, 170051, 187135, 192748, 205556, 219820, 220911, 228855, 230044, 230747, 231070, 233480, 249385, 258817, 276257, 277895, 279287, 300178])
concerned|(1, [192437])
gum-elastic|(5, [10009, 10408, 10704, 16907, 17161])
accomplished|(5, [94780, 260926, 285871, 327824, 328712])
mad|(31, [21289, 23239, 24840, 34672, 65976, 111994, 120969, 125305, 126024, 130613, 138202, 141557, 164836, 167798, 167834, 167965, 169204, 173084, 173233, 175161, 176112, 187365, 228210, 242263, 251741, 260618, 260845, 300798, 301120, 326612, 328228])
decree|(1, [341863])
wounded|(3, [81070, 205243, 316334])
euphonious|(1, [319373])
unknown|(43, [21965, 24460, 32744, 32897, 33006, 43113, 64166, 64831, 103913, 103922, 104472, 104879, 132307, 136038, 175249, 179455, 208407, 223996, 227462, 230932, 233505, 236281, 246060, 252672, 255533, 255760, 259798, 262343, 266919, 281754, 281771, 291584, 292588, 298687, 313027, 323804, 328934, 330093, 353969, 358641, 359562, 359900, 360551])
horny|(1, [982])
original|(69, [7298, 20039, 21069, 21128, 22725, 22963, 30494, 50084, 59512, 71153, 72258, 72983, 74052, 88716, 100784, 101404, 103012, 112667, 116638, 136248, 142391, 144973, 151719, 151973, 151972, 161268, 163068, 171141, 174939, 180227, 181023, 185194, 190691, 192316, 194719, 222931, 257222, 261553, 263938, 270615, 278373, 285762, 287044, 292539, 293426, 293990, 294247, 295866, 297553, 307979, 310505, 311393, 312526, 312617, 318548, 324858, 337103, 340900, 343534, 343791, 343790, 344910, 345121, 346033, 347273, 348690, 349833, 354595, 354887])
tumble|(1, [300966])
defective|(4, [151288, 151328, 343213, 343254])
surrounding|(1, [318903])
scattered|(2, [79988, 233882])
bin|(2, [26463, 280913])
double-headed|(1, [236475])
cock-a-doodle-de-doo|(1, [288966])
tavern|(2, [33707, 312262])
knew|(1, [266709])
sir-|(1, [312436])
invisible|(12, [46510, 94330, 131288, 142982, 151629, 250284, 250467, 251481, 283047, 329809, 338392, 343456])
levelled|(1, [240133])
le|(3, [19946, 20081, 329267])
frightful|(14, [41304, 44424, 48632, 77876, 93601, 112814, 123766, 204082, 205501, 207940, 209309, 211844, 216333, 218661])
moist|(3, [139580, 148570, 155398])
augment|(1, [60590])
slow-paced|(1, [295526])
lunatic|(11, [27075, 88923, 285132, 285748, 286375, 287611, 289782, 290346, 290471, 290607, 290638])
x-entric|(1, [281655])
accelerated|(2, [8676, 154258])
ungovernable|(7, [78783, 95992, 114590, 134607, 160265, 284712, 329256])
ludicrous|(5, [17322, 135659, 307576, 309439, 309740])
preconceived|(4, [47, 34013, 58096, 129348])
downcast|(1, [360877])
seraphic|(2, [260014, 261638])
apothecary|(2, [330882, 330984])
grievous|(2, [90576, 207601])
library|(4, [82379, 170086, 170100, 172840])
uprooted|(1, [322406])
fast|(2, [29930, 277364])
vermin|(1, [248511])
acquired|(1, [355966])
venomous|(3, [208408, 230273, 257865])
info|(1, [52351])
dizzy|(4, [78537, 99243, 130186, 324046])
creative|(3, [39610, 254890, 354278])
material|(16, [13383, 14414, 45529, 57888, 73760, 104696, 146567, 155771, 167574, 202811, 297686, 321858, 327923, 349274, 359252, 359355])
laughter-like|(1, [268976])
aboriginal|(1, [322469])
pea|(1, [276513])
tree|(2, [26529, 242718])
overstrained|(1, [121430])
head-teuffel|(1, [315019])
moveable|(1, [125339])
astonishing|(5, [112346, 220877, 233392, 261547, 344628])
over-acute|(2, [33389, 66519])
dear|(36, [22600, 24599, 36710, 90454, 90484, 92234, 92317, 126972, 135628, 146278, 164791, 174443, 246351, 264781, 265368, 265398, 272164, 273909, 290436, 292254, 292278, 298029, 300308, 300333, 301553, 302915, 311035, 317833, 318501, 319375, 320239, 336560, 336761, 355422, 356574, 357476])
fool|(3, [50133, 131054, 131114])
arose|(6, [148919, 186922, 207823, 236929, 259477, 355935])
worthy|(15, [6711, 14943, 47952, 61486, 149479, 229892, 267863, 268523, 270999, 271443, 307485, 307518, 335004, 341392, 344918])
oppressive|(6, [15389, 117979, 120570, 154944, 193229, 255772])
sober|(7, [34728, 61132, 68870, 81503, 266502, 308436, 321919])
deadly|(14, [5299, 96985, 113136, 126429, 137973, 138062, 143373, 174528, 178363, 187409, 206705, 208376, 250204, 357977])
swollen|(2, [200123, 257128])
satirical|(1, [21019])
unavoidable|(1, [37279])
temple|(1, [333537])
fiddle|(2, [276617, 276934])
overcast|(2, [98260, 136700])
familiar|(19, [20326, 45267, 79681, 104321, 117179, 138427, 164582, 169548, 175417, 201671, 230247, 262543, 299006, 333054, 354184, 358711, 358717, 361131, 361390])
unhewn|(1, [355902])
kept|(1, [337717])
idle|(5, [3800, 18381, 44300, 49211, 239639])
unselfish|(1, [112246])
impulse|(4, [129908, 256537, 354496, 354756])
ghastly|(7, [67731, 70161, 114416, 121274, 182919, 234196, 251090])
agitated|(6, [1218, 55292, 121191, 177213, 253735, 311445])
apprehensive|(3, [194146, 217911, 237109])
south-west|(1, [97983])
instinctive|(5, [120835, 149504, 151273, 341421, 343200])
